Sr. No,Symbol,Company Name,"Market capitalization as on December 31, 2023
(In Lakhs)"
975,NITINSPIN,Nitin Spinners Limited,181731.15
976,NELCO,NELCO Limited,181269.3696
977,MADRASFERT,Madras Fertilizers Limited,178339.1391
978,VSSL,Vardhman Special Steels Limited,177740.551508
979,HLVLTD,HLV LIMITED,177670.5427805
980,RAMASTEEL,Rama Steel Tubes Limited,177608.097
981,ROSSELLIND,Rossell India Limited,176909.557175
982,PIXTRANS,Pix Transmissions Limited,176112.5226
983,SUVEN,Suven Life Sciences Limited,176094.5264775
984,5PAISA,5Paisa Capital Limited,176037.8838
985,UNITECH,Unitech Limited,175292.170149
986,PNBGILTS,PNB Gilts Limited,174789.84011400002
987,CENTUM,Centum Electronics Limited,173845.642009
988,AMRUTANJAN,Amrutanjan Health Care Limited,173304.771535
989,HARIOMPIPE,Hariom Pipe Industries Limited,172766.7698345
990,MANINDS,Man Industries (India) Limited,171413.91286
991,BCLIND,Bcl Industries Limited,170983.95
992,PREMEXPLN,Premier Explosives Limited,170745.55532
993,WHEELS,Wheels India Limited,169638.402316
994,NDTV,New Delhi Television Limited,169172.604608
995,DHAMPURSUG,Dhampur Sugar Mills Limited,168292.54065
996,PENIND,Pennar Industries Limited,168277.950057
997,DCW,DCW Limited,167943.204673
998,DREDGECORP,Dredging Corporation of India Limited,167790
999,NSIL,Nalwa Sons Investments Limited,167254.011932
1000,SPCENET,Spacenet Enterprises India Limited,166583.156688
1001,GTLINFRA,GTL Infrastructure Limited,166491.272311
1002,SURYODAY,Suryoday Small Finance Bank Limited,166250.550168
1003,UNIVCABLES,Universal Cables Limited,165579.349728
1004,SICALLOG,Sical Logistics Limited,165373.79326
1005,HIMATSEIDE,Himatsingka Seide Limited,165161.8859
1006,FAIRCHEMOR,Fairchem Organics Limited,164473.523613
1007,DEEPINDS,Deep Industries Limited,164096
1008,DWARKESH,Dwarikesh Sugar Industries Limited,163633.97743
1009,IGARASHI,Igarashi Motors India Limited,163324.024072
1010,SHANKARA,Shankara Building Products Limited,163075.639662
1011,SERVOTECH,Servotech Power Systems Limited,162999.513285
1012,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,161916.0218325
1013,ACLGATI,Allcargo Gati Limited,161689.65388549998
1014,CONTROLPR,Control Print Limited,160238.012922
1015,COSMOFIRST,COSMO FIRST LIMITED,160097.084973
1016,HPL,HPL Electric & Power Limited,160076.059897
1017,BHAGCHEM,Bhagiradha Chemicals & Industries Limited,159708.5558255
1018,AHL,Abans Holdings Limited,159313.68315
1019,HERANBA,Heranba Industries Limited,159233.5919265
1020,ATULAUTO,Atul Auto Limited,158765.07288
1021,GVKPIL,GVK Power & Infrastructure Limited,158651.365275
1022,INDRAMEDCO,Indraprastha Medical Corporation Limited,158090.0885
1023,SIGACHI,Sigachi Industries Limited,158016.45
1024,NPST,Network People Services Technologies Limited,157924.818
1025,HITECH,Hi-Tech Pipes Limited,157591.4
1026,SPIC,Southern Petrochemicals Industries Corporation  Limited,157312.15956
1027,AJMERA,Ajmera Realty & Infra India Limited,156115.7075625
1028,MVGJL,Manoj Vaibhav Gems N Jewellers Limited,155725.641908
1029,VASCONEQ,Vascon Engineers Limited,155143.294811
1030,GENESYS,Genesys International Corporation Limited,155068.2484
1031,UTTAMSUGAR,Uttam Sugar Mills Limited,154688.21472
1032,NIITLTD,NIIT Limited,154648.099204
1033,SHAILY,Shaily Engineering Plastics Limited,154183.634865
1034,NAVKARCORP,Navkar Corporation Limited,153755.3433915
1035,GEPIL,GE Power India Limited,152942.496525
1036,BAJEL,Bajel Projects Limited,152855.393584
1037,SPAL,S. P. Apparels Limited,152286.9894
1038,APTECHT,Aptech Limited,151076.351328
1039,ANDHRSUGAR,The Andhra Sugars Limited,151054.192155
1040,KUANTUM,Kuantum Papers Limited,150267.97086
1041,KRISHANA,Krishana Phoschem Limited,150140.1717
1042,KITEX,Kitex Garments Limited,149758
1043,CUPID,Cupid Limited,149438.952
1044,POKARNA,Pokarna Limited,148865.706
1045,KABRAEXTRU,Kabra Extrusion Technik Limited,148861.876434
1046,STOVEKRAFT,Stove Kraft Limited,148716.3896205
1047,DPABHUSHAN,D. P. Abhushan Limited,147939.115375
1048,MONARCH,Monarch Networth Capital Limited,147704.96799799998
1049,JSLL,Jeena Sikho Lifecare Limited,146923.46286
1050,OMINFRAL,OM INFRA LIMITED,146670.701107
1051,SURAJEST,Suraj Estate Developers Limited,146657.83296600002
1052,MONTECARLO,Monte Carlo Fashions Limited,146637.888672
1053,NACLIND,NACL Industries Limited,146627.509028
1054,KOKUYOCMLN,Kokuyo Camlin Limited,146192.797245
1055,PENINLAND,Peninsula Land Limited,145969.50634
1056,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,144292.195125
1057,IGPL,IG Petrochemicals Limited,144243.0774
1058,BLKASHYAP,B. L. Kashyap and Sons Limited,144168.88
1059,KICL,Kalyani Investment Company Limited,143782.266375
1060,TAJGVK,Taj GVK Hotels & Resorts Limited,143429.6698125
1061,EKC,Everest Kanto Cylinder Limited,142559.85998100002
1062,JITFINFRA,JITF Infralogistics Limited,142398.53124
1063,HARDWYN,Hardwyn India Limited,141994.75706899998
1064,SYNCOMF,Syncom Formulations (India) Limited,141470
1065,BETA,Beta Drugs Limited,141322.713
1066,EIHAHOTELS,EIH Associated Hotels Limited,140747.6050665
1067,ONWARDTEC,Onward Technologies Limited,140613.56073
1068,KSOLVES,Ksolves India Limited,140137.92
1069,ALICON,Alicon Castalloy Limited,139963.55408
1070,AVTNPL,AVT Natural Products Limited,139568.286
1071,SATIA,Satia Industries Limited,139150
1072,VALIANTORG,Valiant Organics Limited,138964.4594355
1073,SUMMITSEC,Summit Securities Limited,138921.395283
1074,AGARIND,Agarwal Industrial Corporation Limited,138367.0271445
1075,NGLFINE,NGL Fine-Chem Limited,137797.736308
1076,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,137597.135625
1077,AWHCL,Antony Waste Handling Cell Limited,137482.8924
1078,NELCAST,Nelcast Limited,137374.8948
1079,OMAXE,Omaxe Limited,136992.50446
1080,MANALIPETC,Manali Petrochemicals Limited,136395.388597
1081,HEUBACHIND,Heubach Colorants India Limited,136044.11741200002
1082,INDORAMA,Indo Rama Synthetics (India) Limited,136039.95167100002
1083,COFFEEDAY,Coffee Day Enterprises Limited,134989.848441
1084,OAL,Oriental Aromatics Limited,134681.611152
1085,AVADHSUGAR,Avadh Sugar & Energy Limited,133823.1377
1086,DCMSRIND,DCM Shriram Industries Limited,133359.019605
1087,TEXINFRA,Texmaco Infrastructure & Holdings Limited,133288.21314
1088,RML,Rane (Madras) Limited,133155.6082955
1089,REFEX,Refex Industries Limited,133155.364608
1090,ROTO,Roto Pumps Limited,132226.0381
1091,GULPOLY,Gulshan Polyols Limited,131882.6062115
1092,MARINE,Marine Electricals (India) Limited,131638.294
1093,SASTASUNDR,Sastasundar Ventures Limited,130486.671
1094,RAMRAT,Ram Ratna Wires Limited,130306
1095,SATINDLTD,Sat Industries Limited,130160.835
1096,BLISSGVS,Bliss GVS Pharma Limited,130132.94464799999
1097,SOLARA,Solara Active Pharma Sciences Limited,130000.51827049999
1098,ATL,Allcargo Terminals Limited,129112.997862
1099,MATRIMONY,Matrimony.Com Limited,129032.7621865
1100,GMBREW,GM Breweries Limited,128948.037645
1101,STERTOOLS,Sterling Tools Limited,128588.4211645
1102,SHALPAINTS,Shalimar Paints Limited,128329.47750200001
1103,CLSEL,Chaman Lal Setia Exports Limited,127859.468825
1104,INDIANHUME,Indian Hume Pipe Company Limited,127858.65579
1105,TVTODAY,TV Today Network Limited,127780.3390225
1106,REPRO,Repro India Limited,125887.62084
1107,IMPAL,India Motor Parts and Accessories Limited,125736
1108,STEELCAS,Steelcast Limited,124496.24
1109,HESTERBIO,Hester Biosciences Limited,124021.584835
1110,JYOTISTRUC,Jyoti Structures Limited,122781.111885
1111,ZOTA,Zota Health Care LImited,122115.6964115
1112,LINCOLN,Lincoln Pharmaceuticals Limited,122081.19216
1113,INDNIPPON,India Nippon Electricals Limited,120979.37555200001
1114,XCHANGING,Xchanging Solutions Limited,120037.50399
1115,CENTRUM,Centrum Capital Limited,117529.24905
1116,RICOAUTO,Rico Auto Industries Limited,117224.4525
1117,FOCUS,Focus Lighting and Fixtures Limited,117217.1968875
1118,KOPRAN,Kopran Limited,116312.8999125
1119,BIGBLOC,Bigbloc Construction Limited,116021.327125
1120,SHIVALIK,Shivalik Rasayan Limited,115745.7750525
1121,GICHSGFIN,GIC Housing Finance Limited,115537.462103
1122,JAYBARMARU,Jay Bharat Maruti Limited,115069.75
1123,DLINKINDIA,D-Link (India) Limited,114858.18975
1124,TFCILTD,Tourism Finance Corporation of India Limited,114818.195184
1125,INNOVANA,Innovana Thinklabs Limited,114810.25
1126,EXCELINDUS,Excel Industries Limited,114135.598014
1127,ONMOBILE,OnMobile Global Limited,113808.6085205
1128,GRMOVER,GRM Overseas Limited,113550
1129,REMUS,Remus Pharmaceuticals Limited,112736.7915
1130,TRACXN,Tracxn Technologies Limited,112594.730476
1131,HERCULES,Hercules Hoists Limited,112400
1132,AGSTRA,AGS Transact Technologies Limited,111630.12838200001
1133,TREL,Transindia Real Estate Limited,111545.767896
1134,ARIHANTSUP,Arihant Superstructures Limited,111543.57561
1135,DVL,Dhunseri Ventures Limited,111186.08157299999
1136,UNIENTER,Uniphos Enterprises Limited,110473.5811365
1137,LIKHITHA,Likhitha Infrastructure Limited,110341.65
1138,GANESHBE,Ganesh Benzoplast Limited,109928.605494
1139,SKYGOLD,Sky Gold Limited,109431.78974
1140,SPORTKING,Sportking India Limited,109094.5556
1141,FAZE3Q,Faze Three Limited,108280.3475
1142,KAMOPAINTS,Kamdhenu Ventures Limited,107855.2005
1143,CHEMCON,Chemcon Speciality Chemicals Limited,107291.323229
1144,RAJRILTD,Raj Rayon Industries Limited,107045.8802875
1145,GFLLIMITED,GFL Limited,106774.2
1146,INFOBEAN,InfoBeans Technologies Limited,106524.31712
1147,CREATIVE,Creative Newtech Limited,106169.809825
1148,SMCGLOBAL,SMC Global Securities Limited,106113.45
1149,SNOWMAN,Snowman Logistics Limited,106100.876825
1150,CONSOFINVT,Consolidated Finvest & Holdings Limited,105965.827748
1151,NINSYS,NINtec Systems Limited,105725.304
1152,ASIANENE,Asian Energy Services Limited,105467.17038299999
1153,MKPL,M K Proteins Limited,105166.722
1154,GIRIRAJ,Giriraj Civil Developers Limited,104664.14775
1155,SBGLP,Suratwwala Business Group Limited,104084.54728799999
1156,BODALCHEM,Bodal Chemicals Limited,104027.970255
1157,RUSHIL,Rushil Decor Limited,103950.497553
1158,V2RETAIL,V2 Retail Limited,103906.380364
1159,VISHNUINFR,Vishnusurya Projects and Infra Limited,103902.030962
1160,BAJAJHCARE,Bajaj Healthcare Limited,103769.984
1161,CSLFINANCE,CSL Finance Limited,103683.708171
1162,RAMCOSYS,Ramco Systems Limited,102989.616036
1163,PANACEABIO,Panacea Biotec Limited,102840.002534
1164,RSWM,RSWM Limited,102446.1627
1165,NAHARSPING,Nahar Spinning Mills Limited,102281.199308
1166,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,101884.022
1167,SKMEGGPROD,SKM Egg Products Export (India) Limited,101633.8
1168,DBOL,Dhampur Bio Organics Limited,101539.818905
1169,NCLIND,NCL Industries Limited,100575.108565
1170,SMSPHARMA,SMS Pharmaceuticals Limited,100481.95961
1171,ACL,Andhra Cements Limited,100421.54653
1172,VHL,Vardhman Holdings Limited,100336.117216
1173,NDRAUTO,Ndr Auto Components Limited,99856.65251799999
1174,LINC,Linc Limited,99473.3183535
1175,ALLSEC,Allsec Technologies Limited,99430.07715
1176,ONEPOINT,One Point One Solutions Limited,99184.99815
1177,RGL,Renaissance Global Limited,99111.50639200001
1178,DENTALKART,Vasa Denticity Limited,99100.287
1179,STEELXIND,STEEL EXCHANGE INDIA LIMITED,98628.329965
1180,KAMDHENU,Kamdhenu Limited,98556.9945
1181,AMBIKCO,Ambika Cotton Mills Limited,98364.0875
1182,KELLTONTEC,Kellton Tech Solutions Limited,97859.98571600001
1183,ICEMAKE,Ice Make Refrigeration Limited,97329.40548
1184,SPENCERS,Spencer's Retail Limited,97124.5451475
1185,MOTISONS,Motisons Jewellers Limited,96624.749
1186,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,96294.64581
1187,MAGADSUGAR,Magadh Sugar & Energy Limited,96062.64171
1188,GPTINFRA,GPT Infraprojects Limited,95983.8
1189,SCHAND,S Chand And Company Limited,95967.357775
1190,ASIANTILES,Asian Granito India Limited,95439.222948
1191,DYCL,Dynamic Cables Limited,95386.662
1192,SUTLEJTEX,Sutlej Textiles and Industries Limited,95266.34253
1193,E2E,E2E Networks Limited,95231.85395399999
1194,WEBELSOLAR,Websol Energy System Limited,95189.465063
1195,RADIANTCMS,Radiant Cash Management Services Limited,95023.39029299999
1196,PPL,Prakash Pipes Limited,94991.74291100001
1197,CENTENKA,Century Enka Limited,94929.8839105
1198,ZEEMEDIA,Zee Media Corporation Limited,94439.73068
1199,GANDHITUBE,Gandhi Special Tubes Limited,94170.25133200001
1200,MSPL,MSP Steel & Power Limited,93848.5525
1201,YUKEN,Yuken India Limited,92963
1202,HIRECT,Hind Rectifiers Limited,92469.4812
1203,EIMCOELECO,Eimco Elecon (India) Limited,92291.2758075
1204,UGARSUGAR,The Ugar Sugar Works Limited,92137.5
1205,AMNPLST,Amines & Plasticizers Limited,92103.48
1206,HPAL,HP Adhesives Limited,92058.48447
1207,SREEL,Sreeleathers Limited,91960.13015799999
1208,ORIENTPPR,Orient Paper & Industries Limited,91770.368015
1209,SPECIALITY,Speciality Restaurants Limited,90853.0005585
1210,JUBLINDS,Jubilant Industries Limited,90688.880919
1211,TRU,TruCap Finance Limited,90597.012525
1212,ORIANA,Oriana Power Limited,90340.4547
1213,TNPETRO,Tamilnadu PetroProducts Limited,90241.388422
1214,VIMTALABS,Vimta Labs Limited,89448.3304575
1215,DPWIRES,D P Wires Limited,89323.960503
1216,KERNEX,Kernex Microsystems (India) Limited,89224.05407299999
1217,WINDLAS,Windlas Biotech Limited,89173.8903125
1218,DHARMAJ,Dharmaj Crop Guard Limited,88667.20605600001
1219,VINYAS,Vinyas Innovative Technologies Limited,88596.47104
1220,INDOAMIN,Indo Amines Limited,88371.95
1221,SILVERTUC,Silver Touch Technologies Limited,88139.2905
1222,GKWLIMITED,GKW Limited,87856.7125
1223,ASALCBR,Associated Alcohols & Breweries Ltd.,87512.3676
1224,MUNJALAU,Munjal Auto Industries Limited,87100
1225,ENIL,Entertainment Network (India) Limited,87022.3425825
1226,BLAL,BEML Land Assets Limited,86870.427
1227,ROHLTD,Royal Orchid Hotels Limited,86841.9432975
1228,CHEVIOT,Cheviot Company Limited,86727.23625
1229,WALCHANNAG,Walchandnagar Industries Limited,86663.65885200001
1230,MANAKSIA,Manaksia Limited,86144.508725
1231,HITECHGEAR,The Hi-Tech Gears Limited,86032.512
1232,FOODSIN,Foods & Inns Limited,85949.91175649999
1233,PAKKA,PAKKA LIMITED,85719.38685
1234,BIRLACABLE,Birla Cable Limited,85680
1235,KOTHARIPET,Kothari Petrochemicals Limited,85474.396
1236,SAKAR,Sakar Healthcare Limited,85410.314955
1237,KOTYARK,Kotyark Industries Limited,85351.5796
1238,TBZ,Tribhovandas Bhimji Zaveri Limited,85315.09767
1239,SANDESH,The Sandesh Limited,85015.9519615
1240,HEXATRADEX,Hexa Tradex Limited,84993.97710399999
1241,BCONCEPTS,Brand Concepts Limited,84830.2686
1242,VINYLINDIA,Vinyl Chemicals (India) Limited,83470.529272
1243,OCCL,Oriental Carbon & Chemicals Limited,82847.832956
1244,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,82688.34786149999
1245,3IINFOLTD,3i Infotech Limited,82610.909029
1246,STCINDIA,The State Trading Corporation of India Limited,82440
1247,CREST,Crest Ventures Limited,82035.575
1248,DENORA,De Nora India Limited,81466.297364
1249,SWELECTES,Swelect Energy Systems Limited,80189.8404
1250,ZUARI,Zuari Agro Chemicals Limited,79468.602337
1251,DECCANCE,Deccan Cements Limited,79128.3675
1252,DSSL,Dynacons Systems & Solutions Limited,78678.05638
1253,MOLDTECH,Mold-Tek Technologies Limited,78515.481961
1254,RUBYMILLS,The Ruby Mills Limited,78065.68
1255,DHANBANK,Dhanlaxmi Bank Limited,77548.203746
1256,URJA,Urja Global Limited,77241.646419
1257,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,77150.385387
1258,MAANALU,Maan Aluminium Limited,76962.761472
1259,MENONBE,Menon Bearings Limited,76942.92
1260,SUKHJITS,Sukhjit Starch & Chemicals Limited,76594.666
1261,PLASTIBLEN,Plastiblends India Limited,76434.2372
1262,MEDICAMEQ,Medicamen Biotech Limited,76305.10965
1263,GSLSU,Global Surfaces Limited,76266.081491
1264,ADSL,Allied Digital Services Limited,75744.006052
1265,VALIANTLAB,Valiant Laboratories Limited,75255.4
1266,BALAJITELE,Balaji Telefilms Limited,75241.049592
1267,JAYAGROGN,Jayant Agro Organics Limited,74940
1268,SELAN,Selan Exploration Technology Limited,74898
1269,MICEL,MIC Electronics Limited,74848.863934
1270,VISAKAIND,Visaka Industries Limited,74610.51026
1271,ESTER,Ester Industries Limited,74053.657992
1272,EMKAYTOOLS,Emkay Taps and Cutting Tools Limited,73952.109
1273,KECL,Kirloskar Electric Company Limited,73520.376597
1274,ELIN,Elin Electronics Limited,73421.15677
1275,INDOBORAX,Indo Borax & Chemicals Limited,72988.705
1276,ARIHANTCAP,Arihant Capital Markets Limited,72358.396
1277,DHUNINV,Dhunseri Investments Limited,72187.538931
1278,NECLIFE,Nectar Lifesciences Limited,72099.901855
1279,SEMAC,SEMAC CONSULTANTS LIMITED,71919.81335
1280,EMAMIPAP,Emami Paper Mills Limited,71903.120925
1281,BHAGERIA,Bhageria Industries Limited,71336.41221
1282,ELDEHSG,Eldeco Housing And Industries Limited,71299.083
1283,VLSFINANCE,VLS Finance Limited,71160.7347
1284,VIKASLIFE,Vikas Lifecare Limited,71128.21122
1285,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,71031.72648
1286,FCSSOFT,FCS Software Solutions Limited,70946.45365
1287,PYRAMID,Pyramid Technoplast Limited,70829.1324
1288,CHEMBOND,Chembond Chemicals Ltd,70576.615424
1289,MAXIND,Max India Limited,70454.69337600001
1290,INDOTECH,Indo Tech Transformers Limited,70346.88
1291,BGRENERGY,BGR Energy Systems Limited,70141.03632
1292,APEX,Apex Frozen Foods Limited,69921.875
1293,MEDICO,Medico Remedies Limited,69540.592
1294,BASILIC,Basilic Fly Studio Limited,68511.52
1295,MALLCOM,Mallcom (India) Limited,68427.84
1296,NRAIL,N R Agarwal Industries Limited,67770.0562
1297,SALZERELEC,Salzer Electronics Limited,67414.940217
1298,AXITA,Axita Cotton Limited,67176.6
1299,OSWALGREEN,Oswal Greentech Limited,67027.19049899999
1300,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,66971.0426
1301,HMVL,Hindustan Media Ventures Limited,66930.601358
1302,HCL-INSYS,HCL Infosystems Limited,66829.61538399999
1303,HINDCOMPOS,Hindustan Composites Limited,66785.418
1304,CELLECOR,Cellecor Gadgets Limited,66708.99207
1305,GHCLTEXTIL,GHCL Textiles Limited,66575.49994899999
1306,KAMATHOTEL,Kamat Hotels (I) Limited,66562.7301
1307,ASAL,Automotive Stampings and Assemblies Limited,66551.145415
1308,TVSELECT,TVS Electronics Limited,66423.107557
1309,ARROWGREEN,Arrow Greentech Limited,66319.031479
1310,ESSARSHPNG,Essar Shipping Limited,66232.34304
1311,IRISDOREME,Iris Clothings Limited,66194.566245
1312,RBL,Rane Brake Lining Limited,65931.9346945
1313,RITCO,Ritco Logistics Limited,65768.67256600001
1314,JETAIRWAYS,Jet Airways (India) Limited,65432.092608
1315,VERTOZ,Vertoz Advertising Limited,65249.145
1316,LOKESHMACH,Lokesh Machines Limited,65206.881495
1317,DIGISPICE,DiGiSPICE Technologies Limited,65113.897233
1318,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,64606.315634
1319,GRPLTD,GRP Limited,64066.65065
1320,KHADIM,Khadim India Limited,64043.704296
1321,MIRZAINT,Mirza International Limited,63987.4797
1322,VLEGOV,VL E-Governance & IT Solutions Limited,63888.651387
1323,HUBTOWN,Hubtown Limited,63587.780543
1324,SBC,SBC Exports Limited,63492
1325,APCL,Anjani Portland Cement Limited,62421.3735
1326,DEEPENR,DEEP ENERGY RESOURCES LIMITED,62336
1327,20MICRONS,20 Microns Limited,62174.816523999994
1328,MUTHOOTCAP,Muthoot Capital Services Limited,61702.9200495
1329,RACE,Race Eco Chain Limited,61571.4534
1330,ACCENTMIC,Accent Microcell Limited,61529.732
1331,SHREYAS,Shreyas Shipping & Logistics Limited,61250.538303500005
1332,INDSWFTLAB,Ind-Swift Laboratories Limited,61184.44353
1333,GLOBAL,Global Education Limited,61112.3409
1334,ORIENTCER,ORIENT CERATECH LIMITED,61075.8116
1335,JINDALPHOT,Jindal Photo Limited,60934.45644
1336,KRISHIVAL,Krishival Foods Limited,60642.78352
1337,THEINVEST,The Investment Trust Of India Limited,60627.092828500005
1338,MACPOWER,Macpower CNC Machines Limited,59794.86432
1339,KILITCH,Kilitch Drugs (India) Limited,59392.004067
1340,STEL,Stel Holdings Limited,59380.2655875
1341,MINDTECK,Mindteck (India) Limited,59309.357118
1342,ORIENTBELL,Orient Bell Limited,59256.160016
1343,HTMEDIA,HT Media Limited,59234.445913
1344,RADIOCITY,Music Broadcast Limited,59112.241875
1345,NIPPOBATRY,Indo-National Limited,59013.75
1346,OSIAHYPER,Osia Hyper Retail Limited,58884.76415
1347,ZUARIIND,ZUARI INDUSTRIES LIMITED,58773.166624
1348,KANORICHEM,Kanoria Chemicals & Industries Limited,58701.9928855
1349,BIRLAMONEY,Aditya Birla Money Limited,58628.2960375
1350,POCL,Pondy Oxides & Chemicals Limited,58437.76906
1351,MUNJALSHOW,Munjal Showa Limited,57752.78
1352,INTLCONV,International Conveyors Limited,57706.5795
1353,AARTISURF,Aarti Surfactants Limited,57171.787626000005
1354,BBTCL,B&B Triplewall Containers Limited,56990.48034
1355,CYBERTECH,Cybertech Systems And Software Limited,56832.293628
1356,COOLCAPS,Cool Caps Industries Limited,56759.6
1357,ZIMLAB,Zim Laboratories Limited,56205.226448999994
1358,RATNAVEER,Ratnaveer Precision Engineering Limited,55967.89216
1359,PRIMESECU,Prime Securities Limited,55955.59485
1360,BEDMUTHA,Bedmutha Industries Limited,55671.331842
1361,ALBERTDAVD,Albert David Limited,55664.804567
1362,KRITI,Kriti Industries (India) Limited,55506.33888
1363,NAHARPOLY,Nahar Poly Films Limited,55433.6257095
1364,WINDMACHIN,Windsor Machines Limited,55386.8254
1365,UNIDT,United Drilling Tools Limited,54818.4402
1366,NAHARINDUS,Nahar Industrial Enterprises Limited,54784.676708
1367,CLEDUCATE,CL Educate Limited,54778.7233235
1368,PTL,PTL Enterprises Limited,54671.701
1369,WEL,Wonder Electricals Limited,54454.1508
1370,VENUSREM,Venus Remedies Limited,54303.38875
1371,DIAMINESQ,Diamines  & Chemicals Limited,54101.3172
1372,WSI,W S Industries (I) Limited,53501.3311075
1373,GOKUL,Gokul Refoils and Solvent Limited,53407.8025
1374,SARVESHWAR,Sarveshwar Foods Limited,53345.472
1375,MMP,MMP Industries Limited,52939.045492
1376,RADHIKAJWE,Radhika Jeweltech Limited,52628
1377,ORICONENT,Oricon Enterprises Limited,52532.4606675
1378,CHEMFAB,Chemfab Alkalis Limited,52439.254971999995
1379,SAHANA,Sahana System Limited,52413.013368500004
1380,MAZDA,Mazda Limited,52383.3975
1381,GOACARBON,Goa Carbon Limited,52325.715336
1382,ANNAPURNA,Annapurna Swadisht Limited,52274.34
1383,PROZONER,Prozone Realty Limited,51808.678778500005
1384,ASMS,Bartronics India Limited,51778.0458
1385,EXXARO,Exxaro Tiles Limited,51675.93585
1386,DONEAR,Donear Industries Limited,51636
1387,DOLPHIN,Dolphin Offshore Enterprises (India) Limited,51285.87156
1388,NAHARCAP,Nahar Capital and Financial Services Limited,51226.524853
1389,AUTOIND,Autoline Industries Limited,50885.892184
1390,PHANTOMFX,Phantom Digital Effects Limited,50540.88
1391,TIRUPATI,Shree Tirupati Balajee FIBC Limited,50042.3976
1392,PAVNAIND,Pavna Industries Limited,49971.732
1393,BANSWRAS,Banswara Syntex Limited,49704.985968
1394,MEGASOFT,Megasoft Limited,49536.5825315
1395,GENUSPAPER,Genus Paper & Boards Limited,49496.74345
1396,PDMJEPAPER,Pudumjee Paper Products Limited,49279.05
1397,NDLVENTURE,NDL Ventures Limited,48251.432893000005
1398,ALLETEC,All E Technologies Limited,48102.527232
1399,SIGMA,Sigma Solve Limited,47882.863182
1400,ORBTEXP,Orbit Exports Limited,47858.444941999995
1401,GEECEE,GeeCee Ventures Limited,47825.124223
1402,VARDHACRLC,Vardhman Acrylics Limited,47695.88325100001
1403,GEEKAYWIRE,Geekay Wires Limited,47556.6
1404,LIBERTSHOE,Liberty Shoes Limited,47490.48
1405,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,47397.840875
1406,MBLINFRA,MBL Infrastructure Limited,47349.090048000005
1407,SARLAPOLY,Sarla Performance Fibers Limited,47346.201
1408,SOUTHWEST,South West Pinnacle Exploration Limited,47322.4704
1409,UNIVPHOTO,Universus Photo Imagings Limited,47179.86324
1410,VIKASECO,Vikas EcoTech Limited,47024.994876000004
1411,EUROBOND,Euro Panel Products Limited,47015.5
1412,SHIVAMAUTO,Shivam Autotech Limited,46994.444358999994
1413,PARSVNATH,Parsvnath Developers Limited,46781.975775
1414,NEWJAISA,Newjaisa Technologies Limited,46666.0344
1415,KRISHNADEF,Krishna Defence and Allied Industries Limited,46471.32
1416,RBZJEWEL,RBZ Jewellers Limited,46300
1417,IFBAGRO,IFB Agro Industries Limited,46156.4394525
1418,SPMLINFRA,SPML Infra Limited,46063.739403
1419,WEALTH,Wealth First Portfolio Managers Limited,45965.67
1420,SIMPLEXINF,Simplex Infrastructures Limited,45799.97023
1421,SILINV,SIL Investments Limited,45578.09179
1422,NBIFIN,N. B. I. Industrial Finance Company Limited,45530.757195
1423,OSWALAGRO,Oswal Agro Mills Limited,45505.589064
1424,DICIND,DIC India Limited,45454.29410399999
1425,MODISONLTD,MODISON LIMITED,45235.3
1426,SGIL,Synergy Green Industries Limited,44954.595
1427,ASIANHOTNR,Asian Hotels (North) Limited,44800.786387
1428,SAHYADRI,Sahyadri Industries Limited,44409.1391
1429,AVG,AVG Logistics Limited,44286.79423100001
1430,BALAXI,BALAXI PHARMACEUTICALS LIMITED,44230.2697
1431,RPPINFRA,R.P.P. Infra Projects Limited,44068.2496535
1432,KAYA,Kaya Limited,43999.858488000005
1433,HITECHCORP,Hitech Corporation Limited,43944.02845
1434,PLAZACABLE,Plaza Wires Limited,43883.334233999994
1435,CINELINE,Cineline India Limited,43874.311334
1436,SHYAMCENT,Shyam Century Ferrous Limited,43707.63594
1437,KOTARISUG,Kothari Sugars And Chemicals Limited,43682.28166
1438,GOLDTECH,Goldstone Technologies Limited,43607.985226000004
1439,SHEMAROO,Shemaroo Entertainment Limited,43587.6021615
1440,KRITINUT,Kriti Nutrients Limited,43514.90712
1441,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,43257.6875
1442,UFO,UFO Moviez India Limited,43184.85472
1443,ESFL,Essen Speciality Films Limited,42899.092
1444,KORE,Jay Jalaram Technologies Limited,42850.5
1445,NURECA,Nureca Limited,42790.748825
1446,LORDSCHLO,Lords Chloro Alkali Limited,42748.9867695
1447,SHIVAUM,Shiv Aum Steels Limited,42338.0452
