Ticker,Description,Sector,Industry,Exchange
TATACONSUM,TATA CONSUMER PRODUCT LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
GILLANDERS,GILLANDERS ARBUTHN,Consumer Non-Durables,Food: Major Diversified,NSE
DVL,DHUNSERI VENTURES,Consumer Non-Durables,Food: Major Diversified,NSE
KPRMILL,KPR MILL LTD,Consumer Non-Durables,Apparel/Footwear,NSE
PIONEEREMB,PIONEER EMBROID LTD,Consumer Non-Durables,Apparel/Footwear,NSE
KHADIM,KHADIM INDIA LTD,Consumer Non-Durables,Apparel/Footwear,NSE
MANORAMA,MANORAMA INDUSTRIES LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
IRISDOREME,IRIS CLOTHINGS LTD,Consumer Non-Durables,Apparel/Footwear,NSE
SCPL,SHEETAL COOL PRODUCTS LTD,Consumer Non-Durables,Food: Meat/Fish/Dairy,NSE
BHANDARI,BHANDARI HOSIERY E,Consumer Non-Durables,Apparel/Footwear,NSE
MIRZAINT,MIRZA INTERNATIONA,Consumer Non-Durables,Apparel/Footwear,NSE
VARDHACRLC,VARDHMAN ACRYLICS,Consumer Non-Durables,Apparel/Footwear,NSE
TAPIFRUIT,TAPI FRUIT PROCESS,Consumer Non-Durables,Food: Specialty/Candy,NSE
CUPID,CUPID LTD(INDIA),Consumer Non-Durables,Household/Personal Care,NSE
VSTIND,VST INDUSTRIES,Consumer Non-Durables,Tobacco,NSE
VIDHIING,VIDHI SPECIALTY FO,Consumer Non-Durables,Food: Specialty/Candy,NSE
THOMASCOTT,THOMAS SCOTT (INDI,Consumer Non-Durables,Apparel/Footwear,NSE
VADILALIND,VADILAL INDUSTRIES,Consumer Non-Durables,Food: Specialty/Candy,NSE
PAGEIND,PAGE INDUSTRIES LTD,Consumer Non-Durables,Apparel/Footwear,NSE
TASTYBITE,TASTY BITE EATABLE,Consumer Non-Durables,Food: Specialty/Candy,NSE
DFMFOODS,D F M FOODS,Consumer Non-Durables,Food: Specialty/Candy,NSE
KAYA,KAYA LTD,Consumer Non-Durables,Household/Personal Care,NSE
GILLETTE,GILLETTE INDIA LTD,Consumer Non-Durables,Household/Personal Care,NSE
TI,TILAKNAGAR INDUSTR,Consumer Non-Durables,Beverages: Alcoholic,NSE
GULPOLY,GULSHAN POLYOLS LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
DIAMONDYD,PRATAAP SNACKS LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
ANNAPURNA,ANNAPURNA SWADISHT,Consumer Non-Durables,Food: Specialty/Candy,NSE
AURDIS,AURANGABAD DISTILL,Consumer Non-Durables,Beverages: Alcoholic,NSE
RKDL,RAVI KUMAR DISTILL,Consumer Non-Durables,Beverages: Alcoholic,NSE
SPAL,S.P.APPARELS LTD,Consumer Non-Durables,Apparel/Footwear,NSE
JYOTHYLAB,JYOTHY LABS LTD,Consumer Non-Durables,Household/Personal Care,NSE
DODLA,DODLA DAIRY LTD,Consumer Non-Durables,Food: Meat/Fish/Dairy,NSE
WELSPUNIND,WELSPUN INDIA,Consumer Non-Durables,Consumer Sundries,NSE
RADICO,RADICO KHAITAN,Consumer Non-Durables,Beverages: Alcoholic,NSE
KRITI,KRITI INDUSTRIES IND LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
APEX,APEX FROZEN FOODS,Consumer Non-Durables,Food: Meat/Fish/Dairy,NSE
EMAMILTD,EMAMI LTD,Consumer Non-Durables,Household/Personal Care,NSE
MARICO,MARICO LTD,Consumer Non-Durables,Household/Personal Care,NSE
ZENITHEXPO,ZENITH EXPORTS LTD,Consumer Non-Durables,Apparel/Footwear,NSE
PDSL,PDS LTD,Consumer Non-Durables,Apparel/Footwear,NSE
GODREJCP,GODREJ CONSUMER PR,Consumer Non-Durables,Household/Personal Care,NSE
VBL,VARUN BEVERAGES,Consumer Non-Durables,Beverages: Non-Alcoholic,NSE
ZYDUSWELL,ZYDUS WELLNESS LTD,Consumer Non-Durables,Food: Major Diversified,NSE
PARAGMILK,PARAG MILK FOODS,Consumer Non-Durables,Food: Meat/Fish/Dairy,NSE
LIBERTSHOE,LIBERTY SHOES,Consumer Non-Durables,Apparel/Footwear,NSE
PALASHSECU,PALASH SECURITIES,Consumer Non-Durables,Food: Specialty/Candy,NSE
GALAXYSURF,GALAXY SURFACTANTS,Consumer Non-Durables,Household/Personal Care,NSE
INDTERRAIN,INDIAN TERRAIN FAS,Consumer Non-Durables,Apparel/Footwear,NSE
CANTABIL,CANTABIL RETAIL IN,Consumer Non-Durables,Apparel/Footwear,NSE
ZODIACLOTH,ZODIAC CLOTH CO,Consumer Non-Durables,Apparel/Footwear,NSE
ITC,ITC LTD,Consumer Non-Durables,Tobacco,NSE
AVTNPL,AVT NATURAL PROD,Consumer Non-Durables,Food: Specialty/Candy,NSE
VIPCLOTHNG,VIP CLOTHING LTD,Consumer Non-Durables,Apparel/Footwear,NSE
GOKEX,GOKALDAS EXPORTS L,Consumer Non-Durables,Apparel/Footwear,NSE
BATAINDIA,BATA INDIA,Consumer Non-Durables,Apparel/Footwear,NSE
DOLLAR,DOLLAR INDUSTRIES,Consumer Non-Durables,Apparel/Footwear,NSE
GODFRYPHLP,GODFREY PHILLIPS,Consumer Non-Durables,Tobacco,NSE
SUPERHOUSE,SUPERHOUSE LTD,Consumer Non-Durables,Apparel/Footwear,NSE
RELAXO,RELAXO FOOTWEARS,Consumer Non-Durables,Apparel/Footwear,NSE
GMBREW,GM BREWERIES,Consumer Non-Durables,Beverages: Alcoholic,NSE
UMANGDAIRY,UMANG DAIRIES,Consumer Non-Durables,Food: Meat/Fish/Dairy,NSE
HATSUN,HATSUN AGRO PRODUC,Consumer Non-Durables,Food: Meat/Fish/Dairy,NSE
MCDOWELL_N,UNITED SPIRITS,Consumer Non-Durables,Beverages: Alcoholic,NSE
TCNSBRANDS,TCNS CLOTHING CO L,Consumer Non-Durables,Apparel/Footwear,NSE
SDBL,SOM DIST & BREW LTD,Consumer Non-Durables,Beverages: Alcoholic,NSE
JHS,JHS SVENDGAARD LAB,Consumer Non-Durables,Household/Personal Care,NSE
BCLIND,BCL INDUSTRIES LTD,Consumer Non-Durables,Food: Major Diversified,NSE
DYNPRO,DYNEMIC PRODUCTS L,Consumer Non-Durables,Food: Specialty/Candy,NSE
IFBAGRO,IFB AGRO IND,Consumer Non-Durables,Beverages: Alcoholic,NSE
ESSENTIA,INTEGRA ESSENTIA LTD,Consumer Non-Durables,Apparel/Footwear,NSE
CELEBRITY,CELEBRITY FASHIONS,Consumer Non-Durables,Apparel/Footwear,NSE
SPLIL,SPL INDUSTRIES LTD,Consumer Non-Durables,Apparel/Footwear,NSE
EIFFL,EURO (I) FRESH FOODS LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
BAJAJCON,BAJAJ CONSUMER,Consumer Non-Durables,Household/Personal Care,NSE
ASALCBR,ASSO ALCOHOLS & BREW LTD,Consumer Non-Durables,Beverages: Alcoholic,NSE
MCLEODRUSS,MCLEOD RUSSEL INDI,Consumer Non-Durables,Food: Specialty/Candy,NSE
DANGEE,DANGEE DUMS LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
PGIL,PEARL GLOBAL INDUS,Consumer Non-Durables,Apparel/Footwear,NSE
NORBTEAEXP,NORBEN TEA & EXPOR,Consumer Non-Durables,Food: Specialty/Candy,NSE
GLOBUSSPR,GLOBUS SPIRITS LTD,Consumer Non-Durables,Beverages: Alcoholic,NSE
PGHH,PROCTER&GAMBLE IND,Consumer Non-Durables,Household/Personal Care,NSE
VIKASWSP,VIKAS WSP,Consumer Non-Durables,Food: Major Diversified,NSE
SUULD,SUUMAYA LIFESTYLE LTD,Consumer Non-Durables,Apparel/Footwear,NSE
LUXIND,LUX INDUSTRIES LTD,Consumer Non-Durables,Apparel/Footwear,NSE
UNITEDTEA,UNITED NILGIRI TEA,Consumer Non-Durables,Food: Specialty/Candy,NSE
CAMPUS,CAMPUS ACTIVEWEAR LTD,Consumer Non-Durables,Apparel/Footwear,NSE
BIKAJI,BIKAJI FOODS INTERN LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
BRITANNIA,BRITANNIA INDS,Consumer Non-Durables,Food: Specialty/Candy,NSE
JAIPURKURT,NANDANI CREATION LTD,Consumer Non-Durables,Apparel/Footwear,NSE
HINDUNILVR,HINDUSTAN UNILEVER,Consumer Non-Durables,Household/Personal Care,NSE
GROBTEA,THE GROB TEA COMPA,Consumer Non-Durables,Food: Major Diversified,NSE
LINC,LINC LTD,Consumer Non-Durables,Consumer Sundries,NSE
CCL,CCL PRODUCTS(IND),Consumer Non-Durables,Food: Specialty/Candy,NSE
HERITGFOOD,HERITAGE FOODS LTD,Consumer Non-Durables,Food: Meat/Fish/Dairy,NSE
BIL,BHARATIYA INTL LTD,Consumer Non-Durables,Consumer Sundries,NSE
COLPAL,COLGATE-PALM (IND),Consumer Non-Durables,Household/Personal Care,NSE
BECTORFOOD,MRS BECTORS FOOD SPE LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
RUPA,RUPA & CO LTD,Consumer Non-Durables,Apparel/Footwear,NSE
SUKHJITS,SUKHJIT STARCH & CHEM LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
NGIL,NAKODA GROUP OF IND. LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
MALLCOM,MALLCOM (INDIA) LTD,Consumer Non-Durables,Apparel/Footwear,NSE
MAWANASUG,MAWANA SUGARS LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
LEHAR,LEHAR FOOTWEARS LIMITED,Consumer Non-Durables,Apparel/Footwear,BSE
SUNILTX,SUNIL INDUSTRIES LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
VASUPRADA,SHRI VASUPRADA PLANTATIONS LIM,Consumer Non-Durables,Food: Specialty/Candy,BSE
NEAGI,NEELAMALAI AGRO INDUSTRIES LTD,Consumer Non-Durables,Food: Major Diversified,BSE
KHODAY,KHODAY INDIA LTD.,Consumer Non-Durables,Beverages: Alcoholic,BSE
HARIAAPL,HARIA APPARELS LTD,Consumer Non-Durables,Apparel/Footwear,BSE
TIRUSTA,TIRUPATI STARCH & CHEMICALS LT,Consumer Non-Durables,Food: Specialty/Candy,BSE
SUNRETAIL,SUN RETAIL LIMITED,Consumer Non-Durables,Food: Specialty/Candy,BSE
SPECFOOD,SPECTRUM FOODS LTD.,Consumer Non-Durables,Food: Major Diversified,BSE
HIGHSTREE,HIGH STREET FILATEX LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
IWP,THE INDIAN WOOD PRODUCTS CO. L,Consumer Non-Durables,Food: Specialty/Candy,BSE
TIGLOB,T & I GLOBAL LTD.,Consumer Non-Durables,Food: Major Diversified,BSE
TDSL,TASTY DAIRY SPECIALITIES LIMIT,Consumer Non-Durables,Food: Meat/Fish/Dairy,BSE
SCOOBEEDAY,SCOOBEE DAY GARMENTS (INDIA) L,Consumer Non-Durables,Apparel/Footwear,BSE
ANJANIFOODS,ANJANI FOODS LIMITED,Consumer Non-Durables,Food: Specialty/Candy,BSE
CJGEL,C.J.GELATINE PRODUCTS LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
MAHAANF,MAHAAN FOODS LTD.,Consumer Non-Durables,Food: Meat/Fish/Dairy,BSE
BENGALT,BENGAL TEA & FABRICS LTD.,Consumer Non-Durables,Food: Major Diversified,BSE
KFBL,KOTHARI FERMENTATION & BIOCHEM,Consumer Non-Durables,Food: Specialty/Candy,BSE
PRIMAIN,PRIMA INDUSTRIES LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
MLKFOOD,MILKFOOD LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
LYKISLTD,LYKIS LIMITED,Consumer Non-Durables,Food: Major Diversified,BSE
ORIBEVER,ORIENT BEVERAGES LTD.,Consumer Non-Durables,Beverages: Non-Alcoholic,BSE
SILVOAK,SILVER OAK (INDIA) LTD.,Consumer Non-Durables,Beverages: Alcoholic,BSE
ELAND,E-LAND APPAREL LIMITED,Consumer Non-Durables,Apparel/Footwear,BSE
VIRATCRA,VIRAT CRANE INDUSTRIES LTD.,Consumer Non-Durables,Food: Meat/Fish/Dairy,BSE
HEALTHYLIFE,HEALTHY LIFE AGRITEC LIMITED,Consumer Non-Durables,Food: Meat/Fish/Dairy,BSE
OLPCL,OLYMPIC CARDS LTD.,Consumer Non-Durables,Consumer Sundries,BSE
TERAI,TERAI TEA CO.LTD.,Consumer Non-Durables,Food: Major Diversified,BSE
AJANTSOY,AJANTA SOYA LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
WINSOMBR,WINSOME BREWERIES LTD.,Consumer Non-Durables,Beverages: Alcoholic,BSE
SAMPRE,SAMPRE NUTRITIONS LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
ADORMUL,ADOR MULTIPRODUCTS LTD.,Consumer Non-Durables,Household/Personal Care,BSE
SRIND,S.R.INDUSTRIES LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
PARMCOS_B,PARAMOUNT COSMETICS (INDIA) LT,Consumer Non-Durables,Household/Personal Care,BSE
GAYATRIBI,GAYATRI BIOORGANICS LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
MODAIRY,MODERN DAIRIES LTD.,Consumer Non-Durables,Food: Meat/Fish/Dairy,BSE
CORNE,CORAL NEWSPRINTS LTD.,Consumer Non-Durables,Household/Personal Care,BSE
EUROLED,EURO LEDER FASHION LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
CHORDIA,CHORDIA FOOD PRODUCTS LTD.,Consumer Non-Durables,Food: Major Diversified,BSE
VADILENT,VADILAL ENTERPRISES LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
SCAGRO,SC AGROTECH LIMITED,Consumer Non-Durables,Food: Meat/Fish/Dairy,BSE
VANDANA,VANDANA KNITWEAR LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
WELTI,WELTERMAN INTERNATIONAL LTD.,Consumer Non-Durables,Consumer Sundries,BSE
UNIVSTAR,UNIVERSAL STARCH-CHEM ALLIED L,Consumer Non-Durables,Food: Specialty/Candy,BSE
AMBOAGRI,AMBO AGRITEC LIMITED,Consumer Non-Durables,Food: Specialty/Candy,BSE
VIRAT,VIRAT INDUSTRIES LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
HFIL,HIMALAYA FOOD INTERNATIONAL LI,Consumer Non-Durables,Food: Specialty/Candy,BSE
IBINFO,IB INFOTECH ENTERPRISES LTD.,Consumer Non-Durables,Food: Major Diversified,BSE
GARMNTMNTR,GARMENT MANTRA LIFESTYLE LIMIT,Consumer Non-Durables,Apparel/Footwear,BSE
LOTUSCHO,LOTUS CHOCOLATE CO.LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
OVOBELE,OVOBEL FOODS LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
FLEXFO,FLEX FOODS LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
TIERRA,TIERRA AGROTECH LIMITED,Consumer Non-Durables,Food: Specialty/Candy,BSE
CITYMAN,CITYMAN LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
SHAWGELTIN,NARMADA GELATINES LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
ACKNIT,ACKNIT INDUSTRIES LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
LONTE,LONGVIEW TEA COMPANY LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
SHRIGANG,SHRI GANG INDUSTRIES AND ALLIE,Consumer Non-Durables,Food: Specialty/Candy,BSE
PCCOSMA,PEE CEE COSMA SOPE LTD.,Consumer Non-Durables,Household/Personal Care,BSE
KORE,KORE FOODS LIMITED,Consumer Non-Durables,Food: Specialty/Candy,BSE
JAMESWARREN,JAMES WARREN TEA LTD,Consumer Non-Durables,Food: Major Diversified,BSE
TRICOMFRU,TRICOM FRUIT PRODUCTS LIMITED,Consumer Non-Durables,Food: Specialty/Candy,BSE
YASHO,YASHO INDUSTRIES LIMITED,Consumer Non-Durables,Food: Specialty/Candy,BSE
JAGAJITIND,JAGATJIT INDUSTRIES LTD.,Consumer Non-Durables,Beverages: Alcoholic,BSE
JLMORI,J.L.MORISON (INDIA) LTD.,Consumer Non-Durables,Household/Personal Care,BSE
HIPOLIN,HIPOLIN LTD.,Consumer Non-Durables,Household/Personal Care,BSE
RADIXIND,RADIX INDUSTRIES (INDIA) LIMIT,Consumer Non-Durables,Household/Personal Care,BSE
DILIGENT,DILIGENT INDUSTRIES LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
NTCIND,NTC INDUSTRIES LTD.,Consumer Non-Durables,Tobacco,BSE
UNIQUEO,UNIQUE ORGANICS LTD.,Consumer Non-Durables,Food: Major Diversified,BSE
RICHAIND,RICHA INDUSTRIES LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
ACTIVE,ACTIVE CLOTHING CO LIMITED,Consumer Non-Durables,Apparel/Footwear,BSE
NITTAGELA,NITTA GELATIN INDIA LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
MAYUR,MAYUR LEATHER PRODUCTS LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
NSL,NORTHERN SPIRITS LIMITED,Consumer Non-Durables,Beverages: Alcoholic,BSE
NEWLIGHT,NEW LIGHT APPARELS LIMTED,Consumer Non-Durables,Apparel/Footwear,BSE
NBFOOT,NB FOOTWEAR LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
SPENTA,SPENTA INTERNATIONAL LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
AVEER,AVEER FOODS LIMITED,Consumer Non-Durables,Food: Major Diversified,BSE
RAVALSUGAR,RAVALGAON SUGAR FARM LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
BILLWIN,BILLWIN INDUSTRIES LIMITED,Consumer Non-Durables,Apparel/Footwear,BSE
TARAI,TARAI FOODS LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
STDSFAC,STANDARD SURFACTANTS LTD.,Consumer Non-Durables,Household/Personal Care,BSE
CHMBBRW,CHAMBAL BREWERIES & DISTILLERI,Consumer Non-Durables,Beverages: Alcoholic,BSE
PAOS,PAOS INDUSTRIES LIMITED,Consumer Non-Durables,Household/Personal Care,BSE
DELTACORP,DELTA CORP LTD,Consumer Services,Movies/Entertainment,NSE
KAMATHOTEL,KAMAT HOTELS (IND),Consumer Services,Hotels/Resorts/Cruise lines,NSE
DEN,DEN NETWORKS LTD,Consumer Services,Cable/Satellite TV,NSE
RADIOCITY,MUSIC BROADCAST,Consumer Services,Broadcasting,NSE
WONDERLA,WONDERLA HOLIDAYS,Consumer Services,Movies/Entertainment,NSE
BYKE,THE BYKE HOSPITALI,Consumer Services,Hotels/Resorts/Cruise lines,NSE
BAGFILMS,B.A.G. FILMS&MEDIA,Consumer Services,Broadcasting,NSE
SAREGAMA,SAREGAMA INDIA LTD,Consumer Services,Movies/Entertainment,NSE
LEMONTREE,LEMON TREE HOTELS,Consumer Services,Hotels/Resorts/Cruise lines,NSE
MHRIL,MAHINDRA HOLIDAYS,Consumer Services,Other Consumer Services,NSE
ZEEL,ZEE ENTERTAIN ENT,Consumer Services,Broadcasting,NSE
APOLSINHOT,APOLLO SINDOORI HO,Consumer Services,Hotels/Resorts/Cruise lines,NSE
RAJTV,RAJ TEL NETWORK,Consumer Services,Broadcasting,NSE
BESTAGRO,BEST AGROLIFE LTD,Consumer Services,Other Consumer Services,NSE
ADVANIHOTR,ADVANI HOTELS & RE,Consumer Services,Hotels/Resorts/Cruise lines,NSE
DNAMEDIA,DILIGENT MEDIA COR,Consumer Services,Publishing: Newspapers,NSE
ENIL,ENTERTAINMENT NETW,Consumer Services,Broadcasting,NSE
JAGRAN,JAGRAN PRAKASHAN L,Consumer Services,Publishing: Newspapers,NSE
ASIANHOTNR,ASIAN HOTELS(NORTH,Consumer Services,Hotels/Resorts/Cruise lines,NSE
RBA,RESTAURANT BRAND ASIA LTD,Consumer Services,Restaurants,NSE
PVR,PVR LTD,Consumer Services,Movies/Entertainment,NSE
EROSMEDIA,EROS INTL MEDIA,Consumer Services,Movies/Entertainment,NSE
UFO,UFO MOVIEZ INDIA,Consumer Services,Movies/Entertainment,NSE
NEXTMEDIA,NEXT MEDIAWORKS LTD,Consumer Services,Broadcasting,NSE
EIHOTEL,EIH LTD,Consumer Services,Hotels/Resorts/Cruise lines,NSE
TVVISION,TV VISION LTD,Consumer Services,Broadcasting,NSE
CINEVISTA,CINEVISTA LTD,Consumer Services,Movies/Entertainment,NSE
SILLYMONKS,SILLY MONKS ENTERTAIN LTD,Consumer Services,Movies/Entertainment,NSE
COFFEEDAY,COFFEE DAY ENTERPR,Consumer Services,Restaurants,NSE
HLVLTD,HLV LTD,Consumer Services,Hotels/Resorts/Cruise lines,NSE
TAJGVK,TAJ GVK HOTELS,Consumer Services,Hotels/Resorts/Cruise lines,NSE
TREEHOUSE,TREE HOUSE EDUCATI,Consumer Services,Other Consumer Services,NSE
GFLLIMITED,GFL LTD,Consumer Services,Movies/Entertainment,NSE
IMAGICAA,IMAGICAAWORLD ENT LTD,Consumer Services,Movies/Entertainment,NSE
PFOCUS,PRIME FOCUS,Consumer Services,Movies/Entertainment,NSE
TIPSINDLTD,TIPS INDUSTRIES,Consumer Services,Movies/Entertainment,NSE
PERFECT,PERFECT INFRAENGIN,Consumer Services,Other Consumer Services,NSE
TIPSFILMS,TIPS FILMS LTD,Consumer Services,Movies/Entertainment,NSE
JUBLFOOD,JUBILANT FOODWORKS,Consumer Services,Restaurants,NSE
CHALET,CHALET HOTELS LTD,Consumer Services,Hotels/Resorts/Cruise lines,NSE
SCHAND,S CHAND AND COMPAN,Consumer Services,Publishing: Books/Magazines,NSE
DEVYANI,DEVYANI INTERNATIONAL LTD,Consumer Services,Restaurants,NSE
SABTN,SRI ADHIKARI BROS,Consumer Services,Broadcasting,NSE
PHANTOMFX,PHANTOM DIGITAL EF,Consumer Services,Movies/Entertainment,NSE
HATHWAY,HATHWAY CABLE & DA,Consumer Services,Cable/Satellite TV,NSE
SAPPHIRE,SAPPHIRE FOODS INDIA LTD,Consumer Services,Restaurants,NSE
SUNTV,SUN TV NETWORK LTD,Consumer Services,Broadcasting,NSE
ROHLTD,ROYAL ORCHID HOTEL,Consumer Services,Hotels/Resorts/Cruise lines,NSE
IRCTC,INDIAN RAIL TOUR CORP LTD,Consumer Services,Other Consumer Services,NSE
NETWORK18,NETWORK 18 MEDIA,Consumer Services,Broadcasting,NSE
EASEMYTRIP,EASY TRIP PLANNERS LTD,Consumer Services,Other Consumer Services,NSE
WESTLIFE,WESTLIFE DEVELOPMENT LTD,Consumer Services,Restaurants,NSE
BALAJITELE,BALAJI TELEFILMS,Consumer Services,Movies/Entertainment,NSE
BTML,BODHI TREE MULTIMEDIA LTD,Consumer Services,Movies/Entertainment,NSE
MPSLTD,MPS LTD,Consumer Services,Publishing: Books/Magazines,NSE
ZEEMEDIA,ZEE MEDIA CORP,Consumer Services,Broadcasting,NSE
SHEMAROO,SHEMAROO ENTERTAIN,Consumer Services,Movies/Entertainment,NSE
BARBEQUE,BARBEQUE NATION HOSP. LTD,Consumer Services,Restaurants,NSE
INFOMEDIA,INFOMEDIA PRESS LI,Consumer Services,Publishing: Books/Magazines,NSE
CCHHL,COUNTRY CLUB HOSPI,Consumer Services,Other Consumer Services,NSE
PARTYCRUS,PARTY CRUISERS LTD,Consumer Services,Other Consumer Services,NSE
INDHOTEL,INDIAN HOTELS,Consumer Services,Hotels/Resorts/Cruise lines,NSE
SABEVENTS,SAB EVENTS & GOV N,Consumer Services,Publishing: Books/Magazines,NSE
AHLEAST,ASIAN HOTELS (EAST,Consumer Services,Hotels/Resorts/Cruise lines,NSE
NXTDIGITAL,NXTDIGITAL LTD,Consumer Services,Cable/Satellite TV,NSE
CREATIVEYE,CREATIVE EYE LTD,Consumer Services,Movies/Entertainment,NSE
CYBERMEDIA,CYBER MEDIA (INDIA,Consumer Services,Publishing: Books/Magazines,NSE
TGBHOTELS,TGB BANQUETS AND H,Consumer Services,Hotels/Resorts/Cruise lines,NSE
SITINET,SITI NETWORKS LTD,Consumer Services,Cable/Satellite TV,NSE
SANDESH,SANDESH,Consumer Services,Publishing: Newspapers,NSE
ORIENTHOT,ORIENTAL HOTELS,Consumer Services,Hotels/Resorts/Cruise lines,NSE
PNC,PRITISH NANDY COMM,Consumer Services,Movies/Entertainment,NSE
MTEDUCARE,MT EDUCARE LTD,Consumer Services,Other Consumer Services,NSE
NDTV,NEW DELHI TELEVISI,Consumer Services,Broadcasting,NSE
HTMEDIA,HT MEDIA LTD,Consumer Services,Publishing: Newspapers,NSE
HMVL,HINDUSTAN MEDIA VE,Consumer Services,Publishing: Newspapers,NSE
ZEELEARN,ZEE LEARN LTD,Consumer Services,Other Consumer Services,NSE
DBCORP,D B CORP LTD,Consumer Services,Publishing: Newspapers,NSE
EIHAHOTELS,EIH ASSOC HOTELS,Consumer Services,Hotels/Resorts/Cruise lines,NSE
SPECIALITY,SPECIALITY RESTAUR,Consumer Services,Restaurants,NSE
ITDC,INDIA TOURISM DEV,Consumer Services,Hotels/Resorts/Cruise lines,NSE
TVTODAY,TV TODAY NETWORK,Consumer Services,Broadcasting,NSE
TV18BRDCST,TV18 BROADCAST LTD,Consumer Services,Broadcasting,NSE
SAMBHAAV,SAMBHAAV MEDIA LTD,Consumer Services,Publishing: Newspapers,NSE
RADAAN,RADAAN MEDIAWORKS,Consumer Services,Movies/Entertainment,NSE
UNISTRMU,UNISTAR MULTIMEDIA LTD.,Consumer Services,Movies/Entertainment,BSE
IRONWOOD,IRONWOOD EDUCATION LIMITED,Consumer Services,Other Consumer Services,BSE
RAYALEMA,ROYALE MANOR HOTELS & INDUSTRI,Consumer Services,Hotels/Resorts/Cruise lines,BSE
PHOENIXTN,PHOENIX TOWNSHIP LTD,Consumer Services,Hotels/Resorts/Cruise lines,BSE
GUJHOTE,GUJARAT HOTELS LTD.,Consumer Services,Hotels/Resorts/Cruise lines,BSE
ARUNAHTEL,ARUNA HOTELS LTD.,Consumer Services,Hotels/Resorts/Cruise lines,BSE
VELHO,VELAN HOTELS LTD.,Consumer Services,Hotels/Resorts/Cruise lines,BSE
